,carat,cut,color,clarity,depth,table,price,x,y,z
22213,0.33,Premium,G,VVS2,59.5,60.0,965,4.55,4.52,2.7
22214,0.56,Ideal,G,VVS1,62.0,56.0,2318,5.3,5.28,3.28
22215,0.52,Ideal,I,SI1,61.8,55.0,1074,5.16,5.19,3.2
22216,0.33,Premium,F,VS2,62.4,57.0,854,4.43,4.39,2.75
22217,1.26,Very Good,F,VS1,62.5,58.0,10284,6.83,6.94,4.3
22218,0.43,Very Good,F,SI1,62.9,60.0,792,4.77,4.8,3.01
22219,0.9,Ideal,D,SI2,60.9,57.0,3798,6.2,6.24,3.79
22220,1.12,Very Good,H,SI1,62.3,55.0,5236,6.64,6.69,4.15
22221,2.02,Fair,G,I1,68.0,55.0,6346,7.77,7.72,5.27
22222,1.03,Ideal,G,VS1,61.3,56.0,7648,6.52,6.5,3.99
22223,2.01,Very Good,I,VS1,59.8,63.0,17068,8.14,8.11,4.86
22224,0.5,Ideal,G,SI2,61.4,57.0,1107,5.1,5.13,3.14
22225,0.9,Good,H,SI2,63.6,60.0,3250,6.06,6.11,3.87
22226,0.51,Fair,D,SI2,66.5,58.0,1109,4.95,4.89,3.27
22227,1.02,Ideal,H,SI2,58.8,57.0,3142,6.61,6.55,3.87
22228,1.01,Good,F,VS2,63.1,60.0,6159,6.29,6.39,4.0
22229,0.63,Very Good,D,SI1,62.8,57.0,1885,5.4,5.46,3.41
22230,0.3,Premium,D,SI1,62.3,59.0,709,4.25,4.22,2.64
22231,0.51,Ideal,E,VS2,61.7,53.0,1590,5.18,5.2,3.2
22232,0.6,Premium,G,SI2,60.8,58.0,1433,5.49,5.44,3.32
22233,0.61,Very Good,E,VS2,60.0,57.0,2036,5.52,5.55,3.32
22234,0.39,Ideal,G,VVS2,61.7,54.2,952,4.69,4.75,2.91
22235,0.33,Ideal,F,IF,61.2,56.0,957,4.48,4.5,2.75
22236,0.52,Premium,G,VS1,62.6,59.0,1815,5.11,5.08,3.19
22237,0.73,Premium,I,VVS2,61.5,58.0,2351,5.78,5.73,3.54
22238,2.02,Premium,E,SI2,61.0,59.0,18117,8.18,8.12,4.97
22239,0.56,Ideal,E,VS2,62.6,57.0,1915,5.29,5.26,3.3
22240,2.13,Premium,H,SI2,62.4,56.0,12753,8.26,8.19,5.13
22241,0.9,Good,F,VS2,62.8,58.0,4778,6.04,6.09,3.81
22242,0.46,Very Good,G,VVS1,61.7,60.0,1413,4.94,4.98,3.06
22243,1.0,Premium,H,SI2,59.1,62.0,3640,6.5,6.47,3.83
22244,0.41,Premium,I,VVS2,59.9,58.0,827,4.81,4.87,2.9
22245,0.9,Very Good,F,SI2,63.4,60.0,3465,6.06,6.09,3.85
22246,1.0,Very Good,D,SI2,59.5,62.0,4543,6.49,6.52,3.87
22247,0.31,Ideal,E,SI2,60.1,57.0,435,4.41,4.44,2.66
22248,0.4,Ideal,F,SI2,61.9,57.0,673,4.71,4.73,2.92
22249,0.42,Ideal,G,VVS2,60.7,55.0,1103,4.89,4.86,2.96
22250,0.3,Ideal,H,SI2,60.0,56.0,408,4.41,4.43,2.65
22251,1.2,Ideal,H,VS2,62.0,56.0,6666,6.86,6.81,4.24
22252,0.38,Ideal,E,VS1,62.1,57.0,1027,4.62,4.65,2.88
22253,1.1,Very Good,E,VS2,61.9,55.0,6776,6.61,6.67,4.11
22254,0.36,Ideal,E,VS2,61.7,57.0,878,4.59,4.55,2.82
22255,0.61,Good,E,SI2,63.1,56.0,1408,5.4,5.44,3.42
22256,1.02,Very Good,G,VVS2,62.7,58.0,9596,6.36,6.4,4.0
22257,0.5,Premium,E,I1,60.7,61.0,840,5.14,5.05,3.09
22258,1.03,Ideal,F,IF,63.1,55.0,10615,6.45,6.46,4.07
22259,0.32,Premium,F,VS2,59.7,59.0,828,4.44,4.41,2.64
22260,0.42,Very Good,E,VS2,62.8,59.0,958,4.76,4.8,3.0
22261,1.3,Ideal,G,VS2,61.9,55.0,9060,7.01,7.04,4.35
22262,1.23,Ideal,G,VVS2,61.0,55.0,9698,6.95,6.93,4.23
22263,1.51,Fair,H,SI2,65.5,56.0,6816,7.18,7.13,4.69
22264,0.57,Good,F,VVS2,57.6,60.0,2298,5.49,5.45,3.15
22265,0.31,Ideal,E,VS1,61.8,55.0,692,4.36,4.38,2.7
22266,1.05,Ideal,I,SI1,61.0,57.0,4494,6.55,6.62,4.02
22267,0.71,Very Good,G,SI1,60.0,59.0,2711,5.76,5.8,3.47
22268,1.23,Ideal,H,SI1,61.5,57.0,6681,6.92,6.89,4.25
22269,0.5,Very Good,I,SI1,62.8,60.0,1054,5.04,5.08,3.18
22270,0.9,Very Good,F,VS1,62.1,58.0,4898,6.15,6.19,3.83
22271,2.23,Premium,G,SI2,61.4,58.0,16805,8.41,8.32,5.14
22272,0.7,Very Good,E,SI2,60.8,57.0,2324,5.66,5.72,3.46
22273,1.04,Ideal,F,VS1,63.0,56.0,7338,6.5,6.45,4.08
22274,0.37,Premium,G,VS1,61.5,58.0,957,4.6,4.57,2.82
22275,0.36,Ideal,G,VVS1,60.9,57.0,1080,4.63,4.57,2.8
22276,0.58,Ideal,G,VVS2,61.8,56.0,2133,5.35,5.36,3.31
22277,0.4,Very Good,D,SI1,63.4,58.0,667,4.64,4.67,2.95
22278,1.06,Very Good,E,IF,62.7,58.0,11518,6.48,6.54,4.08
22279,0.53,Ideal,H,SI1,61.3,55.0,1268,5.23,5.27,3.22
22280,0.57,Ideal,E,VVS2,60.6,56.2,2719,5.36,5.4,3.26
22281,0.75,Premium,H,VS2,62.8,56.0,2553,5.8,5.76,3.63
22282,1.03,Ideal,F,VS2,60.4,56.0,6467,6.59,6.56,3.97
22283,0.38,Ideal,G,IF,62.0,54.0,1125,4.66,4.7,2.9
22284,0.71,Premium,H,SI2,62.4,56.0,2028,5.7,5.64,3.54
22285,0.79,Ideal,D,SI1,61.2,56.0,3242,5.95,6.02,3.66
22286,0.53,Very Good,E,VS2,58.3,62.0,1607,5.26,5.31,3.08
22287,0.9,Ideal,I,VS1,61.6,56.0,3677,6.22,6.16,3.81
22288,1.13,Premium,H,SI1,62.1,58.0,5410,6.7,6.66,4.15
22289,0.8,Fair,G,I1,64.5,57.0,1715,5.86,5.83,3.77
22290,0.4,Good,D,SI2,63.8,54.0,798,4.73,4.7,3.01
22291,0.39,Premium,D,VS2,61.4,60.0,958,4.7,4.72,2.89
22292,0.7,Very Good,H,VS2,62.9,57.0,2498,5.6,5.66,3.54
22293,0.77,Good,G,SI1,63.7,54.0,2373,5.85,5.8,3.71
22294,0.3,Ideal,I,VVS1,61.9,57.0,709,4.35,4.31,2.68
22295,0.41,Ideal,F,VS1,60.8,56.0,1076,4.79,4.76,2.92
22296,0.67,Good,G,VS2,57.5,60.1,2131,5.78,5.83,3.34
22297,0.32,Good,D,VS2,63.6,55.0,657,4.35,4.42,2.79
22298,0.77,Premium,D,VS1,62.1,57.0,3644,5.85,5.8,3.62
22299,0.75,Very Good,F,SI2,58.6,60.0,2111,5.99,6.03,3.52
22300,0.31,Ideal,I,IF,60.9,57.0,635,4.37,4.4,2.67
22301,0.31,Ideal,E,VS2,61.8,56.0,872,4.36,4.34,2.69
22302,1.01,Very Good,F,VVS2,62.3,56.0,8922,6.38,6.42,3.99
22303,0.34,Premium,F,VS1,60.4,58.0,745,4.51,4.53,2.73
22304,1.01,Premium,E,VS1,60.8,59.0,7964,6.46,6.42,3.92
22305,1.12,Very Good,G,I1,61.2,63.0,3017,6.68,6.59,4.05
22306,0.52,Very Good,F,SI1,61.9,58.0,1298,5.1,5.15,3.17
22307,0.34,Good,E,SI1,63.3,57.0,556,4.44,4.47,2.82
22308,0.31,Ideal,I,VS2,61.2,55.0,421,4.36,4.4,2.68
22309,1.05,Very Good,E,SI2,62.9,57.0,4398,6.47,6.51,4.08
22310,0.34,Very Good,H,VVS2,63.0,55.0,686,4.44,4.48,2.81
22311,1.13,Ideal,H,SI2,60.4,56.0,3797,6.78,6.7,4.07
22312,1.01,Very Good,F,VVS2,59.8,58.0,8212,6.47,6.55,3.89
22313,1.01,Very Good,H,VS2,63.1,62.0,4208,6.18,6.15,3.89
22314,0.57,Ideal,E,VS1,61.3,57.0,2110,5.34,5.37,3.28
22315,1.01,Ideal,F,SI2,60.5,57.0,4497,6.53,6.49,3.94
22316,0.33,Premium,F,SI1,59.9,61.0,705,4.47,4.44,2.67
22317,0.9,Ideal,G,SI2,61.5,57.0,3722,6.07,6.19,3.77
22318,0.9,Very Good,H,VS1,62.2,59.0,4324,6.14,6.18,3.83
22319,1.01,Fair,E,SI1,65.6,59.0,4106,6.22,6.18,4.07
22320,1.51,Premium,G,VS1,62.6,60.0,14507,7.28,7.19,4.53
22321,0.77,Premium,E,SI2,58.2,60.0,2360,6.01,5.95,3.48
22322,0.51,Ideal,G,VS1,61.2,55.0,1634,5.15,5.19,3.16
22323,2.02,Premium,H,SI1,62.1,61.0,17265,8.06,7.99,4.98
22324,0.41,Good,D,SI1,63.3,55.0,738,4.74,4.77,3.01
22325,0.3,Premium,D,VS2,60.7,60.0,911,4.37,4.33,2.64
22326,1.7,Ideal,G,VS2,61.3,57.0,15941,7.67,7.6,4.68
22327,2.01,Premium,I,SI2,62.3,59.0,12182,8.01,7.97,4.98
22328,0.92,Ideal,E,SI2,62.1,57.0,4011,6.2,6.26,3.87
22329,0.39,Ideal,I,VVS2,60.8,56.0,849,4.74,4.76,2.89
22330,0.28,Ideal,F,VVS2,61.1,57.0,642,4.22,4.26,2.59
22331,0.31,Ideal,H,VVS2,62.4,57.0,802,4.36,4.32,2.71
22332,0.93,Premium,H,VS2,58.3,60.0,4387,6.45,6.37,3.74
22333,0.33,Ideal,I,VS2,61.4,56.0,480,4.45,4.48,2.74
22334,1.06,Premium,E,SI2,61.7,62.0,4654,6.54,6.5,4.02
22335,1.01,Ideal,G,VS1,62.1,54.0,7262,6.41,6.43,3.99
22336,0.97,Premium,F,SI1,59.9,59.0,4810,6.36,6.39,3.82
22337,0.7,Good,J,VS2,63.2,61.0,1843,5.59,5.62,3.54
22338,0.54,Premium,F,SI2,60.0,60.0,1240,5.27,5.22,3.24
22339,0.51,Very Good,E,SI1,62.9,55.0,1284,5.06,5.12,3.2
22340,0.32,Ideal,G,VS1,61.3,55.0,828,4.46,4.42,2.72
22341,1.0,Premium,H,SI1,62.8,58.0,4816,6.38,6.36,4.0
22342,0.32,Premium,H,VS2,62.7,54.0,648,4.41,4.39,2.76
22343,1.18,Premium,I,SI2,61.7,58.0,4639,6.79,6.75,4.18
22344,0.34,Premium,E,SI1,61.9,59.0,596,4.44,4.48,2.76
22345,0.9,Very Good,H,VS1,62.8,59.0,4685,6.07,6.15,3.84
22346,1.01,Premium,G,SI2,63.0,58.0,4038,6.34,6.29,3.98
22347,0.37,Very Good,G,SI2,63.4,57.0,624,4.57,4.55,2.89
22348,1.27,Premium,G,VS2,61.0,60.0,8549,6.93,6.97,4.24
22349,0.3,Ideal,D,VS2,61.0,55.0,911,4.36,4.33,2.65
22350,1.01,Premium,J,SI2,63.0,60.0,3421,6.38,6.31,4.0
22351,0.97,Fair,F,SI2,67.2,61.0,2338,6.09,6.0,4.06
22352,1.17,Good,I,SI1,60.0,64.0,4586,6.91,6.83,4.12
22353,0.37,Very Good,H,VS2,59.5,61.0,584,4.64,4.67,2.77
22354,0.87,Ideal,F,VS1,62.0,55.0,5640,6.1,6.13,3.79
22355,1.06,Ideal,G,SI2,61.0,56.0,3321,6.62,6.56,4.02
22356,0.41,Ideal,E,SI2,61.5,58.0,654,4.79,4.83,2.96
22357,0.3,Very Good,G,VS1,62.8,57.0,605,4.24,4.26,2.67
22358,1.13,Premium,I,SI2,62.1,60.0,3734,6.74,6.66,4.16
22359,1.02,Ideal,G,VVS2,61.1,57.0,8042,6.51,6.48,3.97
22360,0.4,Very Good,H,SI1,62.6,58.0,666,4.68,4.72,2.94
22361,1.01,Good,I,SI2,64.1,58.0,3411,6.31,6.26,4.03
22362,0.35,Premium,I,VS1,61.1,60.0,709,4.58,4.52,2.78
22363,1.0,Ideal,G,SI1,63.0,55.0,5096,6.42,6.41,4.04
22364,1.02,Premium,E,SI1,61.5,58.0,5183,6.46,6.51,3.99
22365,0.3,Ideal,H,VS1,62.1,54.0,526,4.32,4.35,2.69
22366,1.06,Ideal,F,VS2,61.1,56.5,7637,6.57,6.6,4.03
22367,0.75,Ideal,E,VS2,61.6,57.0,2940,5.84,5.81,3.59
22368,0.54,Ideal,H,VVS1,61.3,56.0,1875,5.23,5.27,3.22
22369,0.3,Ideal,H,IF,61.5,56.0,789,4.31,4.34,2.66
22370,0.72,Premium,I,VVS2,62.0,56.0,2074,5.75,5.73,3.56
22371,0.7,Ideal,G,SI2,61.4,57.0,2232,5.69,5.74,3.51
22372,1.26,Ideal,F,VVS2,62.3,57.0,12237,6.87,6.92,4.3
22373,2.01,Premium,G,SI2,59.4,58.0,15562,8.19,8.15,4.85
22374,0.3,Very Good,G,VVS1,62.7,59.0,789,4.22,4.27,2.66
22375,0.41,Premium,F,SI2,60.8,58.0,830,4.83,4.78,2.92
22376,2.01,Premium,I,VS2,60.3,58.0,17826,8.22,8.16,4.94
22377,0.72,Ideal,E,SI1,61.0,57.0,3012,5.77,5.8,3.53
22378,0.36,Ideal,F,VVS2,62.4,55.0,896,4.54,4.57,2.84
22379,0.31,Very Good,G,VVS2,62.9,58.0,707,4.28,4.3,2.7
22380,0.72,Very Good,F,VS1,62.2,57.0,3229,5.7,5.74,3.56
22381,0.83,Good,J,SI1,63.8,58.0,2311,5.97,5.95,3.8
22382,0.25,Very Good,E,VVS2,62.1,58.0,575,4.03,4.06,2.51
22383,0.56,Ideal,F,VS2,62.6,56.0,1761,5.28,5.3,3.31
22384,0.61,Ideal,D,SI1,62.0,55.0,1927,5.44,5.47,3.38
22385,0.31,Very Good,E,SI1,62.0,58.0,544,4.3,4.35,2.68
22386,0.41,Good,E,SI2,63.8,57.0,818,4.75,4.68,3.01
22387,0.41,Very Good,H,VVS2,63.1,58.0,847,4.71,4.74,2.98
22388,1.25,Very Good,H,SI2,63.5,57.0,4060,6.73,6.65,4.25
22389,0.51,Ideal,F,VVS2,61.7,56.0,2197,5.11,5.13,3.16
22390,0.77,Very Good,F,VVS1,61.1,57.0,4304,5.91,5.94,3.62
22391,1.5,Premium,I,SI2,61.2,59.0,7476,7.39,7.36,4.51
22392,0.55,Ideal,G,VVS2,62.0,57.0,2129,5.26,5.22,3.25
22393,1.36,Very Good,E,SI2,61.7,59.0,7288,7.09,7.2,4.41
22394,0.82,Good,H,VS2,62.4,54.0,2947,5.97,6.04,3.75
22395,2.01,Premium,H,VS2,61.1,61.0,15528,8.14,8.09,4.96
22396,0.32,Ideal,F,VVS1,61.7,56.0,841,4.38,4.41,2.71
22397,0.5,Ideal,G,VS1,62.3,55.0,1624,5.07,5.11,3.17
22398,2.0,Ideal,H,VS2,62.4,55.0,15451,8.03,7.94,4.99
22399,1.21,Ideal,F,SI1,62.3,55.7,7546,6.8,6.85,4.25
22400,0.41,Premium,G,VS2,60.9,58.0,1061,4.83,4.8,2.93
22401,0.41,Premium,G,VS1,58.9,60.0,1076,4.87,4.84,2.86
22402,0.38,Ideal,G,SI1,61.0,57.0,629,4.66,4.71,2.86
22403,2.04,Premium,H,SI2,62.8,58.0,14184,8.11,8.06,5.08
22404,0.7,Very Good,E,VVS1,62.5,56.0,3724,5.63,5.7,3.54
22405,0.83,Very Good,G,SI2,63.3,57.0,2543,5.97,5.91,3.76
22406,0.3,Very Good,H,SI1,62.6,58.0,421,4.22,4.28,2.66
22407,0.51,Very Good,F,VS2,61.0,58.0,1569,5.1,5.17,3.13
22408,1.06,Premium,H,SI1,61.0,58.0,5075,6.61,6.57,4.02
22409,0.46,Ideal,G,SI1,62.0,53.0,930,4.99,5.04,3.11
22410,1.24,Ideal,H,SI1,62.3,54.0,6867,6.88,6.9,4.29
22411,1.79,Ideal,I,VS1,61.3,57.0,13908,7.86,7.81,4.8
22412,0.31,Ideal,G,VVS2,62.7,57.0,707,4.31,4.33,2.71
22413,0.93,Premium,D,SI1,60.8,60.0,3812,6.3,6.24,3.81
22414,1.05,Very Good,J,SI2,63.2,56.0,2789,6.49,6.45,4.09
22415,0.44,Very Good,E,VS1,59.7,59.0,1090,4.94,5.01,2.97
22416,0.34,Ideal,F,VS2,62.6,54.0,686,4.46,4.48,2.8
22417,0.57,Premium,F,SI2,62.1,59.0,1746,5.33,5.29,3.3
22418,0.72,Ideal,E,VS2,61.5,56.0,3601,5.77,5.81,3.56
22419,0.51,Ideal,E,SI2,58.3,62.0,1268,5.2,5.19,3.04
22420,0.36,Very Good,G,VVS1,62.8,57.0,821,4.52,4.55,2.85
22421,0.23,Very Good,G,VVS2,58.1,59.0,438,4.09,4.03,2.36
22422,0.36,Very Good,I,VS1,63.3,56.0,729,4.56,4.51,2.87
22423,0.33,Very Good,E,VVS1,61.8,54.0,945,4.47,4.49,2.77
22424,0.5,Fair,E,VS2,65.0,58.0,1188,4.96,4.92,3.21
22425,0.44,Ideal,D,VS1,62.3,55.0,1235,4.85,4.88,3.03
22426,0.31,Ideal,G,IF,61.6,54.0,853,4.36,4.4,2.7
22427,0.31,Ideal,D,VS2,60.2,56.0,804,4.46,4.41,2.67
22428,0.72,Premium,E,SI1,62.1,58.0,2831,5.73,5.76,3.57
22429,0.43,Very Good,E,VVS2,59.3,59.0,1291,4.95,4.97,2.94
22430,1.01,Ideal,G,SI2,61.2,57.0,4038,6.45,6.4,3.92
22431,0.4,Ideal,G,IF,61.9,56.0,1570,4.7,4.76,2.93
22432,0.7,Very Good,G,SI1,60.7,58.0,2074,5.7,5.73,3.47
22433,0.32,Ideal,D,VS1,61.2,55.0,977,4.41,4.45,2.71
22434,1.01,Very Good,F,SI1,63.5,59.0,4846,6.39,6.3,4.03
22435,2.18,Premium,H,SI2,59.4,61.0,12631,8.49,8.45,0.0
22436,1.03,Ideal,G,VS2,61.3,57.0,6981,6.51,6.54,4.0
22437,0.3,Very Good,I,VS1,58.8,61.0,473,4.38,4.43,2.59
22438,0.3,Ideal,I,SI1,61.2,58.0,422,4.28,4.31,2.63
22439,0.7,Premium,H,VS1,60.5,58.0,2364,5.77,5.73,3.48
22440,1.08,Very Good,F,SI2,62.6,56.0,4407,6.55,6.61,4.12
22441,0.9,Very Good,F,SI1,59.1,59.0,4498,6.3,6.35,3.74
22442,1.07,Ideal,I,SI1,61.7,56.0,5093,6.59,6.57,4.06
22443,1.2,Good,G,VS2,64.0,59.0,6720,6.8,6.63,4.3
22444,0.71,Premium,F,SI1,60.7,54.0,2809,5.84,5.8,3.53
22445,0.32,Premium,G,VS2,62.6,59.0,720,4.36,4.33,2.72
22446,0.31,Ideal,G,VVS1,62.5,54.0,789,4.34,4.37,2.72
22447,1.7,Very Good,I,VS1,62.3,58.1,12311,7.57,7.66,4.74
22448,0.31,Very Good,H,VS2,63.0,57.0,489,4.32,4.34,2.73
22449,1.09,Premium,I,SI2,62.3,62.0,2708,6.63,6.57,4.11
22450,0.76,Very Good,G,SI1,63.7,58.0,2579,5.75,5.8,3.68
22451,1.02,Premium,F,VS1,60.8,59.0,7539,6.46,6.49,3.94
22452,0.7,Premium,E,VS2,62.4,61.0,2818,5.66,5.63,3.52
22453,1.51,Fair,G,I1,65.6,54.0,4167,7.28,7.1,4.72
22454,0.56,Ideal,F,VS2,60.8,57.0,1619,5.35,5.42,3.28
22455,1.5,Good,E,SI1,58.5,59.0,11554,7.45,7.49,4.37
22456,1.0,Good,H,SI1,62.7,60.0,4389,6.24,6.3,3.93
22457,0.52,Ideal,E,VS1,62.6,57.0,1668,5.11,5.15,3.21
22458,2.01,Premium,H,SI1,58.2,62.0,16287,8.26,8.21,4.79
22459,0.3,Ideal,G,SI1,62.2,57.0,477,4.26,4.29,2.66
22460,1.53,Very Good,F,SI1,58.5,59.0,11713,7.55,7.62,4.44
22461,0.57,Ideal,H,VS2,61.6,55.0,1558,5.34,5.36,3.29
22462,1.2,Premium,F,SI2,62.6,58.0,5846,6.79,6.73,4.23
22463,0.78,Ideal,G,SI2,61.7,55.0,2246,5.92,5.88,3.64
22464,0.7,Good,F,SI1,63.5,59.0,1988,5.58,5.64,3.56
22465,0.72,Ideal,I,VS1,60.4,56.0,3005,5.8,5.86,3.52
22466,0.84,Ideal,H,SI2,63.0,56.0,2628,6.04,6.02,3.8
22467,1.01,Premium,I,VS2,62.5,58.0,4676,6.44,6.39,4.01
22468,1.06,Fair,I,I1,64.5,57.0,2239,6.47,6.33,4.13
22469,1.03,Premium,E,VS1,59.6,59.0,7677,6.57,6.59,3.92
22470,1.0,Very Good,H,SI2,62.0,57.0,4379,6.4,6.34,3.95
22471,0.7,Ideal,D,VVS2,61.1,55.0,5539,5.75,5.78,3.52
22472,0.46,Ideal,E,SI2,61.3,56.0,1116,5.02,4.96,3.06
22473,0.7,Very Good,E,SI1,62.7,55.0,2575,5.63,5.67,3.54
22474,0.94,Ideal,D,SI2,62.2,56.0,5155,6.24,6.27,3.89
22475,0.31,Ideal,H,VVS2,62.5,55.0,802,4.37,4.34,2.72
22476,1.11,Premium,D,I1,61.9,58.0,3589,6.63,6.66,4.11
22477,1.8,Ideal,H,VS1,62.3,56.0,15105,7.79,7.76,4.84
22478,1.23,Ideal,H,SI1,62.3,57.0,5938,6.85,6.89,4.28
22479,0.24,Very Good,E,VS2,63.5,53.0,419,3.96,3.98,2.52
22480,1.36,Good,G,SI1,64.3,59.0,7549,6.93,6.85,4.43
22481,0.39,Premium,E,VVS2,59.5,58.0,1126,4.77,4.74,2.83
22482,0.3,Ideal,E,VS2,60.2,57.0,658,4.36,4.38,2.63
22483,1.16,Premium,I,VS1,60.4,59.0,5457,6.89,6.82,4.14
22484,1.0,Good,H,SI2,59.0,61.0,3991,6.42,6.46,3.8
22485,1.02,Ideal,E,VVS1,61.4,57.0,11028,6.39,6.47,3.95
22486,1.2,Ideal,J,VS2,62.2,54.0,4106,6.84,6.8,4.24
22487,0.3,Premium,D,SI1,61.7,59.0,552,4.28,4.31,2.65
22488,0.44,Premium,E,SI1,62.9,58.0,1040,4.88,4.85,3.06
22489,0.78,Premium,J,SI2,60.6,58.0,2022,5.94,5.91,3.59
22490,1.4,Ideal,H,SI1,62.4,56.0,8075,7.11,7.18,4.46
22491,0.36,Good,F,VS1,63.6,60.0,945,4.52,4.47,2.86
22492,1.14,Premium,D,I1,61.8,59.0,4022,6.74,6.62,4.13
22493,0.71,Very Good,E,SI1,62.9,57.0,2573,5.66,5.7,3.57
22494,0.4,Ideal,I,VS1,61.2,56.0,736,4.76,4.82,2.93
22495,2.0,Premium,I,SI2,60.0,58.0,10976,8.23,8.17,4.92
22496,1.01,Very Good,D,VVS2,59.8,57.0,10499,6.49,6.58,3.91
22497,1.02,Premium,H,VS1,62.1,57.0,4827,6.46,6.42,4.0
22498,0.32,Ideal,G,SI1,62.5,55.0,477,4.35,4.38,2.73
22499,1.03,Ideal,D,SI2,61.2,57.0,4764,6.59,6.51,4.01
22500,0.77,Ideal,F,VS1,62.5,57.0,3357,5.88,5.9,3.68
22501,0.31,Ideal,H,SI1,61.5,56.0,591,4.36,4.39,2.69
22502,0.55,Very Good,H,VS1,61.0,56.0,1643,5.26,5.3,3.22
22503,1.21,Ideal,D,VS2,60.9,60.0,10353,6.91,6.86,4.19
22504,1.89,Ideal,J,VS1,62.0,56.0,12674,7.93,7.98,4.93
22505,0.72,Very Good,G,SI2,62.5,56.0,2079,5.68,5.71,3.56
22506,2.37,Premium,I,VS2,61.6,56.0,14837,8.7,8.6,5.33
22507,0.31,Premium,H,VS1,61.1,59.0,544,4.35,4.36,2.66
22508,0.7,Fair,E,VS1,64.5,57.0,2964,5.59,5.55,3.59
22509,0.56,Ideal,F,VS2,62.2,55.0,1739,5.25,5.28,3.28
22510,1.5,Ideal,I,SI1,59.4,60.0,8555,7.54,7.5,4.47
22511,0.38,Very Good,F,VS2,61.9,54.6,906,4.64,4.68,2.89
22512,1.0,Very Good,I,VS2,64.0,54.0,4739,6.28,6.34,4.04
22513,1.12,Premium,E,SI2,62.4,58.0,4277,6.59,6.64,4.13
22514,0.3,Good,H,SI1,63.4,58.0,421,4.26,4.29,2.71
22515,0.62,Very Good,E,SI2,58.8,63.0,1624,5.58,5.61,3.29
22516,0.9,Very Good,I,SI2,61.5,57.0,3503,6.16,6.19,3.8
22517,0.3,Very Good,G,VS1,60.8,56.0,585,4.35,4.37,2.65
22518,0.53,Ideal,E,SI1,61.8,56.0,1607,5.21,5.17,3.21
22519,1.0,Very Good,E,SI1,63.4,58.0,4805,6.29,6.26,3.98
22520,0.71,Premium,F,VS2,59.6,59.0,2686,5.81,5.77,3.45
22521,1.52,Premium,D,SI2,60.6,62.0,9561,7.42,7.37,4.48
22522,0.3,Premium,E,SI1,60.0,60.0,675,4.38,4.36,2.62
22523,0.3,Good,G,SI1,63.2,55.0,417,4.26,4.29,2.7
22524,0.55,Very Good,F,SI1,63.6,57.0,1271,5.17,5.21,3.3
22525,0.32,Premium,H,VS1,61.6,59.0,524,4.37,4.39,2.7
22526,1.23,Premium,J,VS2,62.7,58.0,4856,6.81,6.77,4.26
22527,0.7,Ideal,F,VS1,61.2,58.0,3154,5.7,5.73,3.5
22528,1.0,Fair,G,SI1,66.1,62.0,3700,6.1,6.03,4.01
22529,1.02,Fair,H,SI1,65.5,60.0,4758,6.29,6.22,4.1
22530,0.82,Ideal,E,SI1,61.9,56.0,3966,6.0,6.02,3.72
22531,0.32,Ideal,D,SI1,62.6,55.0,756,4.39,4.36,2.74
22532,0.3,Ideal,G,VVS2,62.2,57.0,655,4.25,4.3,2.66
22533,1.0,Premium,F,SI2,62.9,56.0,4333,6.42,6.36,4.02
22534,0.72,Premium,G,SI1,60.6,59.0,2246,5.8,5.76,3.5
22535,1.51,Very Good,E,SI1,61.8,57.0,9474,7.36,7.43,4.57
22536,0.65,Very Good,I,IF,61.0,55.0,2332,5.65,5.73,3.47
22537,1.0,Ideal,D,SI1,62.2,56.0,5880,6.38,6.35,3.96
22538,0.54,Ideal,E,VS2,61.9,57.0,1847,5.23,5.2,3.23
22539,0.4,Ideal,G,VVS1,61.7,55.0,1374,4.73,4.76,2.93
22540,1.07,Ideal,E,VS1,60.0,58.0,8998,6.66,6.7,4.01
22541,0.51,Ideal,H,IF,62.0,54.0,1879,5.14,5.18,3.2
22542,0.6,Ideal,G,VS1,62.2,55.0,2061,5.41,5.45,3.38
22543,1.29,Ideal,J,VS2,62.1,59.0,5771,6.92,6.96,4.31
22544,1.21,Very Good,H,VS1,62.8,54.4,7786,6.78,6.81,4.26
22545,0.5,Premium,F,SI2,58.0,62.0,1031,5.21,5.18,3.01
22546,0.94,Premium,E,SI2,60.4,59.0,3825,6.34,6.37,3.84
22547,0.9,Very Good,H,SI2,62.4,58.0,3250,6.11,6.16,3.83
22548,0.71,Very Good,F,VS2,61.3,61.0,2860,5.68,5.73,3.5
22549,1.14,Ideal,G,VS1,61.8,57.0,9090,6.67,6.7,4.12
22550,0.71,Very Good,E,VS1,63.2,60.0,3006,5.63,5.6,3.55
22551,0.52,Very Good,G,VVS1,60.9,56.0,1913,5.18,5.24,3.17
22552,0.52,Very Good,E,SI2,62.6,58.0,1372,5.05,5.17,3.2
22553,1.64,Very Good,J,SI2,62.5,58.0,7409,7.48,7.56,4.7
22554,2.29,Ideal,J,SI2,62.8,56.0,14500,8.36,8.39,5.25
22555,1.06,Very Good,G,VS2,63.1,59.0,6325,6.48,6.45,4.08
22556,1.33,Ideal,I,SI1,61.6,57.0,7526,7.06,7.1,4.36
22557,1.2,Premium,D,SI1,59.7,59.0,7338,6.91,6.86,4.11
22558,0.3,Ideal,D,SI1,61.0,56.0,552,4.35,4.37,2.66
